【合租】凯旋/采荷 宋都凯旋苑 5室次卧,宋都凯旋苑,1390,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndPjE3n1c3PW0vnWm3XaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DYrjNvPWbznWDOP1cvrEDKn1NYPj91nW9vP1mzPW9KPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNYTHDKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnHTkn7tYnjTkTHDKuHPbmvw-mvcVuy7BmBYYuym1sH9kuWDVPjR6mWbYnH0dm1TLTHcdPjb3njDvPHNQnHD3PTDzPHEOrjTQPWNYrHE3njTKTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DYrHNLmym3nzYOmyEzsHEznj9VrjTYPBYznHFBPhR6mywWPjEKm1N1Phm3mhNzrHDzPWb1P9&tid=4957af83-9ad2-4208-8046-212b6eaadc44
【合租】祥符 雍荣华庭 4室次卧,雍荣华庭,1160,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndPjEQrjbYPH9krHT3XaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DYrjNvPWbznWDOP1cvrEDKn1NYPjD3rHEdrjTOnj9KPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNYTHcKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnHTkn7tYnjTkTHDKmy7bm1cLuWTVPHmOraYYP1w-sHbQP1nVryP6PW0dnhndrAP6THcdPjbzrjmOnW0vnHmQP9DzPHEOnW9vrHcLPj0zP1cKTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DvP1nQPywbnid-rHuhsHELryDVmhmYuBd6mhnQuymYPvF-nHNKPWK6ryuBujuBmH-bn1ckmk&tid=67315dd1-e96f-479a-bf4f-abc1ef47be15
【合租】钱江世纪城 盈一佳苑 4室次卧,盈一佳苑,1000,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndPjm3nWDYnHTknH0QXaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DQrjnOn1EvPHTkrjmYPkDKn1NYPW9znHEQnjTQP1DKPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNYTHnKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOnWEYrjT3THTKnHDznW9lnHTkn7tYnjTkTHDKm1R6uH0zrAcVm17braYYuW7-sHbQrjNVuym1nHEQP17brHD3THcdPHD1rHcYrjbkPWcYrTDzPHNQn1bzPj93rHT3rj9KTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP976mvmznWPhmBYvn1nQsHEzrynVrj-6nBd-rjDduAu-n10YmhmKnHc3mycQujPWnHu6nywWnk&tid=acf223fb-6331-429c-89a2-e815dfe374bf
【合租】九堡 九月庭院 1室主卧,九月庭院,1400,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndPjmvrjDOn1nQPHDkXaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DdrjDvPHN3PH93nHDkn9DKn1NYPWm3nHb1n1DdnHTKPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNYTHEKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWNYP1NdnHN1P10dPWEkTHTKnHDznW9lnHTkn7tYnjTkTHDKujbLPH0dn1mVuHKBmzYYnWI6sH6hPAcVPhw-njcQnHFBPW9LTHcdPHDzrjTOnj0dnWTzPTDzPHNQnW9krHTLn1mvPHmKTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DkujTQujEYniYQuHEzsHELmhDVmW7-radBmWbzm1TQnHmkuAmKPvELrHmOmH0YuyPbuHKbu9&tid=0d01d441-1e42-47ba-b1e8-bb92c01160df
【合租】湘湖 奥兰多小镇 4室主卧,奥兰多小镇,1300,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndPjmdPW0znW01P1nLXaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DQrjnOn1EvPHTkrjmYPkDKn1NYPWNvP1czP1nLn10KPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNYTHNKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOnWEYrjT3THTKnHDznW9lnHTkn7tYnjTkTHDKnjnkPyE1mvcVPWELuiYYnW--sycQujbVrH9znAnQPhDLuH9kTHcdPHDQrjbQPjnQrHnvrTDzPHNQnH9OnHE1njEknj9KTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DvmhDkn19YmidWmhEksHEQrANVmhcYriYLP1ndrjR-mWDvuWDKn1PBnv7BuHNYmvD1nhmYmE&tid=6ba0384a-cbd0-418e-bb49-773585eb16f1
【合租】拱宸桥 杭钢尚堂府 4室次卧,杭钢尚堂府,1320,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndPjNLnjNYnWEYnW93XaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DQrjnOn1EvPHTkrjmYPkDKn1NYPH0kPHEzPjEzrj9KPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNYTHmKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOnWEYrjT3THTKnHDznW9lnHTkn7tYnjTkTHDKuhEQmHEkmHNVuHnkuiYYmWPhsH9OnhcVPyDdrAnvrjTOnWb1THcdPHTYrHbLnjTvnWndn9DzPHNkPjbOP1TkPHTkPHmKTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9D3PymOujckPBYYuWPbsHE1rjDVryRWnidWm1whmycQrj7-n1cKnh7hrHc3ryRWnynYP1czu9&tid=85f9d206-4f3d-4381-9ec1-cc4fab181e32
【整租】糖果和公寓 凯旋/采荷 糖果和采荷店,凯旋/采荷,2580,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndnjbkPH0Lnj9knWEQXaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9D1rHcOnHnLP19OPW0zPkDKn1NkrHTdP10krjTzPjDKPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNYTH0KwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWNkPWbYrHmknjcdPWDvTHTKnHDznW9lnHTkn7tYnjTkTHDKmWR6uHEzrjNVmHuBraYYP1TQsyDQnHTVnWEdrHFBmWFbm1TLTHcdnWDQrjDdnW0drHnkPTDzPHcQnH9QPHcLPjcOnW9KTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP97bmW0QPhDLuadhnjELsHEOmvcVrjNQniYOrHRhrAwWn1w6PHDKnADOmWuBrH9drA7BrjmQP9&tid=db716a7d-f047-49cb-8511-995f8dc34a51
【整租】世联红璞公寓 彭埠 红璞新塘H公寓,彭埠,3300,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndnW9Qn1NLnHDdPjNdXaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DYPjmLPjT3rHT3rjTzn9DKn1NzrjD1PH0QnHNYPHNKPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNYTH9KwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DzrHE1nHDzTHTKnHDznW9lnHTkn7tYnjTkTHDKnAE3PHIWmvEVP1mYPaYYnHbLsyF-PW0Vn1IWrj0vm1Tkuj93THcdn1mYPjnOn1TYn1bLP9DzPHnvPjE1rHnkn1TvPWEKTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP97bPHEzPAR6uBYdnAFhsHEvnvmVrAm3nzYYPvN1rHF6PHDYPj9KnvNYnju-uH9OuW9Ln1TQm9&tid=d5424eaf-50bf-463f-8f83-47e392a51448
【合租】湘湖 湘湖家园 3室次卧,湘湖家园,1630,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndPjnLn101njDznW0dXaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DYrjNvPWbznWDOP1cvrEDKn1NYn101P1nknHczP1NKPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNdTHbKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnHTkn7tYnjTkTHDKuWmvrHP6njnVm1RWmiYYnW6hsH-hujbVnhnLrAE1n1FWPymLTHcdPj9OnWNznjcknjczPTDzPHE3rHcdnWTQrjcLrHcKTHEzrjcKP1bKni3kTEDVTEDKpZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxPjTknT7WPiq8p-ud0NGZNBVvP7FHEiVRHY7M5HYKnHc1sWDvna3znW08nWcvTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP97BnAckrHc3nzdWPHw6sHELPWnVryNznaYYuhDOmHP-nH0LPHEKnH0QnHD3nHPWrywbnhNOP9&tid=b0b09283-c54a-4763-9e20-4fa9a3e17754
【合租】丁桥 卓越蔚蓝领秀 4室主卧,卓越蔚蓝领秀,1000,http://hz.58.com/https://legoclick.58.com/cpaclick?target=pZwY0ZnlszqCXB3draOWUvYf0A-80A7Guvq8uL-ds1ndPjNdnjnkn10kPjb1XaO1pZwVUT7bsHnkPyw6mvPbsHbvrHmVPAmznzd6ryD1syuhPH-hm10LPWFhn9DQrjnOn1EvPHTkrjmYPkDKn1NYPHNkn1T1P1TYrHnKPHTknjTkTHNknjTknTDLnjD1PTDLrEDQPHnLrj0LnjbzPjNdTHDkTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcYrHDQn10QrHcYPj9krTDkTHDQnWc3rWDknjKxPjTknTDQTHNkmv7Bn1KhsHDOPWTVPjP6nzY3n1uWsy7hujm1njI6ujDvnEDzPHNkn1nLP1bkPWbOPW9KnWNdnjn1P10OnjN1PH0vTEDYnW9zTH0OTHD8nTDKsEDKTy6YIZK1rBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYQnjTkg1EknjTKm1NfUhGyIg72wdcoIWwiNYDoRNqKu1YqTHDznz3QPWT8nWcLsWczP9DkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKm166uHI-PW9VmHKWPiYYPhm1syD1PhDVPHNOuHbQmHNdmWDkTHNkmyNYmvNQPW9QnWn3rAE&tid=c8ae7e68-a0c5-46f3-a36a-559e91a55b10
